1,15
2,1
1,5
1,40
1,25
1,40
1,15
1,10
1,30
2,22
1,40
1,40
1,10
2,18
1,30
1,20
1,10
1,5
2,11
1,10
2,13
1,35
1,20
2,3
2,16
2,36
1,50
2,24
2,3
2,4
1,35
1,30
1,10
1,35
1,0
1,10
2,0
2,17
1,5
2,10
1,10
2,9
2,16
2,10
1,0
2,12
2,32
2,31
1,25
1,25
1,12
2,10
1,25
1,25
1,10
1,20
2,14
2,3
1,15
1,20
2,34
2,2
1,20
2,27
1,35
2,29
1,0
1,40
2,9
1,0
1,15
1,10
1,35
1,0
1,20
1,0
1,20
1,5
2,5
2,8
1,30
1,5
1,30
2,28
2,16
2,29
1,20
1,10
2,8
1,17
1,10
1,20
2,41
2,11
1,10
1,10
1,40
1,15
1,20
2,8
2,16
2,1
1,30
1,30
2,10
1,20
2,29
1,35
2,7
1,50
1,15
1,15
2,16
1,20
1,0
1,20
2,39
2,24
1,10
1,40
2,25
1,5
1,10
2,12
1,10
2,16
2,17
1,0
1,25
1,25
1,5
2,10
2,4
2,7
1,17
1,30
2,8
2,3
2,7
2,0
1,20
1,25
1,20
1,0
1,35
2,18
1,5
2,11
1,0
1,0
1,20
2,30
1,40
1,40
2,21
1,30
2,27
1,10
1,40
1,25
1,20
2,12
2,27
2,6
2,12
2,30
1,0
2,6
2,8
1,30
2,4
2,33
1,40
1,30
1,15
1,35
2,6
2,2
1,20
1,30
2,5
1,40
1,5
1,10
1,0
1,50
1,20
2,5
1,0
1,20
1,40
1,40
1,8
2,20
1,30
1,15
1,30
1,50
1,20
1,0
2,18
1,5
1,10
2,6
1,30
2,5
2,12
2,1
1,30
1,5
2,19
2,25
1,50
1,10
2,10
1,10
2,14

pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
pog
